fullname	id	prev_id	alt_names		comment
Terwisscha van Scheltinga, W.F.M.	0000000393027482	0000000393027482	Terwisscha van Scheltinga, W.F.M.;		
Teunisz., Joh.	000000TeuniszJoh	000000TeuniszJoh	Teunisz., Joh.		
Theo Thomassen	000TheoThomassen	000TheoThomassen	Theo Thomassen		
Theunisz, J.	0000000TheuniszJ	0000000TheuniszJ	Theunisz, J.		
Thiel, J.H.	000000000ThielJH	000000000ThielJH	Thiel, J.H.		
Thom, H.B.	0000000063413022	0000000063413022	H. B. Thom (schrijver uit Zuid-Afrika (1905-1983));H. B. Thom (sÃ¸rafrikansk historikar og skribent);H. B. Thom (sÃ¸rafrikansk historiker og skribent);H. B. Thom (South African historian);H. B. Thom (sydafrikansk historiker och fÃ¶rfattare);H. B. Thom (sydafrikansk historiker og skribent);Hendrik Bernardus Thom;Hendrik Bernardus Thom (sÃ¼dafrikanischer Historiker);Thom, H. B.;Thom, H. B. (Dr);Thom, Hendrik Bernardus,;		
Thomassen, Th.	00000ThomassenTh	00000ThomassenTh	Thomassen, Th.		
Tijn, Th. van	0000000021789646	0000000021789646	Tijn, Th. van;Tijn, Theo;Tijn, Theo van;Van Tijn, Theo;		
Tilmans, K.	0000000106530828	0000000106530828	Tilmans, C.P.H.M.;Tilmans, Catharina P.;Tilmans, Catharina P. H. M.;Tilmans, Catharina Petronella Hubertina Maria;Tilmans, Catherina Petronella Hubertina Maria;Tilmans, K.;Tilmans, Karin;		
Trapman, J.	00000000TrapmanJ	00000000TrapmanJ	Trapman, J.		
TrapmanJ.	00000000TrapmanJ	00000000TrapmanJ	TrapmanJ.		
Trompetter, C.	0000000362224045	0000000362224045	Trompetter, C.;Trompetter, Cor;Trompetter, Cornelis;W KUIPER;		
Ts'ao, Yung-Ho	0000000081456608	0000000081456608	Cao, Yong-he;Cao, Yonghe;Cihao, yong-he;Ts'ao Yung-Ho;Ts'ao Yung-ho (taiwanese historian);TsÊ»ao, Yung-ho;Yung-ho, Ts'ao;æ¹, æ°¸å;æ¹æ°¸å;æ¹æ°¸å ((æ­·å²));		
Unger, W.S.	0000000357213616	0000000357213616	Unger, W. S.;Unger, Willem S.;Unger, Willem Sybrand,;Unger, William Sybrand;		
Ursen, A.Th. van de	000UrsenAThvande	000UrsenAThvande	Ursen, A.Th. van de		
Uytven, R. van	0000000109186604	0000000109186604	Uytven, R. van;Uytven, Raymond;Uytven, Raymond Van;Van Uytven, R.;Van Uytven, Raymond;VanUytven, R.;VanUytven, Raymond;		
Valk, J.P. de	0000000094740587	0000000094740587	De Valk, Hans;De Valk, J. P.;De Valk, J. P. de;De Valk, Joahannes Petrus;De Valk, Johannes Petrus;Valk, H. de;Valk, Hans de;Valk, J. P. de;Valk, Joahannes Petrus de;Valk, Johannes P. de;Valk, Johannes Petrus;Valk, Johannes Petrus de		
Vanhoutte, E.	000000VanhoutteE	000000VanhoutteE	Vanhoutte, E.		
Veder, W.R.	000000000VederWR	000000000VederWR	Veder, W.R.		
Veenendaal Jr., A.J.	0000000109135890	0000000109135890	Veenendaal Jr., A.J.;Veenendaal, A. J.;Veenendaal, A. J (Jr);Veenendaal, Augustus J.;Veenendaal, Augustus J (Jr);Veenendaal, Augustus Johannes;Veenendaal, Augustus Johannes (Auteur.);Veenendaal, Augustus Johannes (Jr);Veenendaal, Guus		
Veenendaal, A.J.	0000VeenendaalAJ	0000VeenendaalAJ	Veenendaal, A.J.		
Veenendaal-Barth, J.W.	0000000066307778	0000000066307778	Barth, J. W. Veenendaal-;Barth, Jannie W. Veenendaal-;Veenendaal-Barth, J. W.;Veenendaal-Barth, Jannie W.;		
Veenstra, W.	0000000VeenstraW	0000000VeenstraW	Veenstra, W.		
Verberne, L.	0000000VerberneL	0000000VerberneL	Verberne, L.		
Vercauteren, F.	0000VercauterenF	0000VercauterenF	Vercauteren, F.		
Verheijen, J.	000000VerheijenJ	000000VerheijenJ	Verheijen, J.		
Verhoeven, A.G.	0000000392626934	00000VerhoevenAG	Verhoeven, A.G.;Verhoeven, Adriaan Gerrit		
Verhulst, A.E.	0000000116834796	0000000116834796	Adriaan Verhulst;Adriaan Verhulst (Belgian university professor, historian and politician);Adriaan Verhulst (belgischer Historiker);Adriaan Verhulst (hoogleraar uit BelgiÃ« (1929-2002));Verhulst, A.;Verhulst, A. E.;Verhulst, Adri E.;Verhulst, Adriaan;Verhulst, Adriaan E.;Verhulst, Adriaan Eduard;Verhulst, Adrian E.;ãã«ãã¥ã«ã¹ã, ã¢ããªã¢ã¼ã³;		
Verkerk, C.L.	0000000VerkerkCL	0000000VerkerkCL	Verkerk, C.L.		
Verlinden, Ch.	00000VerlindenCh	00000VerlindenCh	Verlinden, Ch.		
Vermaseren, B.A.	0000000061446744	0000000061446744	Ben Vermaseren;Ben Vermaseren (Nederlands historicus (1912-1989));Vermaseren, B. A.;Vermaseren, Bernard A.;Vermaseren, Bernard Anton;Vermaseren, Bernard Antoon;		
Vermeulen, A.C.J.	0000VermeulenACJ	0000VermeulenACJ	Vermeulen, A.C.J.		
Vermeulen, Fr.	00000VermeulenFr	00000VermeulenFr	Vermeulen, Fr.		
Verschoor, A.J.	00000VerschoorAJ	00000VerschoorAJ	Verschoor, A.J.		
Verstegen, S.W.	0000000078451136	0000000078451136	Verstegen, S. W.;Verstegen, Simon Wybren;Verstegen, Wibo;Verstegen, Wybren;		
Versélewel de Witt Hamer, E.M.	VerséleweldeWitt	VerséleweldeWitt	Versélewel de Witt Hamer, E.M.		
Vierlingh, A.	000000006279744X	000000006279744X	Andries Vierlingh (Dutch engineer);Andries Vierlingh (Nederlands waterbouwkundige);Vierlingh, Andries;		
Viotta, J.J.	0000000099969145	0000000099969145	Joannes Josephus Viotta;Joannes Josephus Viotta (Dutch composer);Joannes Josephus Viotta (Nederlands componist (1814-1859));Joannes Josephus Viotta (nederlandsk komponist);Joannes Josephus Viotta (nederlÃ¤ndsk kompositÃ¶r);Viotta, J. J.;Viotta, Jan Joseph;Viotta, Jean Joseph;Viotta, Joannes Josephus;Viotta, Johann Joseph;Viotta, Johannes Josephus;		
Visser, G.	000000000VisserG	000000000VisserG	Visser, G.		
Vliet, H.T.M. van	0000000021962840	0000000021962840	Van Vliet, Dick;Van Vliet, H. T. M.;Van Vliet, Hendricus Theodorus Maria;Vliet, Dick van;Vliet, H. T. M.;Vliet, H. T. M. van;Vliet, Hendricus T. M. van;Vliet, Hendricus Theodorus Maria;Vliet, Hendricus Theodorus Maria van;		
Vlist, E.T. van der	000000036275998X	000000036275998X	Van der Vlist, Ed;Van der Vlist, Edward Teunis;Vlist, E.P. van der;Vlist, E. T.;Vlist, E. T. van der;Vlist, E.T. van der (historicus);Vlist, E. van der;Vlist, Ed T.;Vlist, Ed van der;Vlist, Edward T. van der;Vlist, Edward Teunis (historicus);Vlist, Edward Teunis van der;		
Vondel, J. van den	000VondelJvanden	000VondelJvanden	Vondel, J. van den		
Voort, R.H. van der	0000000140271188	0000000140271188	Voort, R. H. van der;Voort, RenÃ© H. van der;Voort, RenÃ© Hendrikus;Voort, RenÃ© Hendrikus van der;		
Vos, L.	000000000000VosL	000000000000VosL	Vos, L.		
Vrankrijker, A.C.J. de	0000000080994869	0000000080994869	De Vrankrijker;De Vrankrijker, A. C. J.;De Vrankrijker, A.C.J. (Dr);De Vrankrijker, Adrianus Clemens Johannes;Vrankrijker, A. C. J. de;Vrankrijker, Adrianus C. de;Vrankrijker, Adrianus C. J. de;Vrankrijker, Adrianus Clemens Johannes;Vrankrijker, Adrianus Clemens Johannes de;Vrankryker, Adrianus Clemens Johannes de;		
Vree, V.L.	0000000066312518	0000000066312518	Vree, V. L.;		
Vreugdenhil, M.	0000VreugdenhilM	0000VreugdenhilM	Vreugdenhil, M.		
Vries, B.M.A. de	000000003273777X	000000003273777X	De Vries, B. M. A.;De Vries, Boudien;De Vries, Boukje Maria Adriana;Vries, B. de;Vries, B. M. A. de;Vries, Boudien de;Vries, Boukje Maria Adriana;Vries, Boukje Maria Adriana de;		
Vries, O.	0000000000VriesO	0000000000VriesO	Vries, O.		
Vries, W.B. de	0000000VriesWBde	0000000VriesWBde	Vries, W.B. de		
Vrolijk, M.	00000000VrolijkM	00000000VrolijkM	Vrolijk, M.		
Wackers, P.	00000000WackersP	00000000WackersP	Wackers, P.		
Wal, S.L. van der	0000000063001597	0000000063001597	Der Wal, S. L. van;Van der Wal, S. J.;Van Der Wal, S.L.;Van der Wal, Simon Lambertus;Wal, S. L. van derâ;Wal, Simon L. van der;Wal, Simon Lambertus;Wal, Simon Lambertus van der;Wal, Simon Lambortus van der;		
Wap, J.J.F.	0000000082657436	0000000082657436	Wap, ..;Wap (Dr);Wap, J. J. F.;Wap, Jan;Wap, Jan F.;Wap, Jan J. F.;Wap, Jan-Jacobus F.;Wap, Jan Jacobus Franciscus;Wap, Jan Jakobus Franciscus;Wap, Joannes Jacobus Franciscus;Wap, Johannes Jacobus Franciscus;		
Ward, J.P.	0000000000WardJP	0000000000WardJP	Ward, J.P.		
Waterbolk, E.H.	0000000061436757	0000000061436757	Edzo Hendrik Waterbolk;Waterbolk, E. H.;Waterbolk, Edzo Hendrick;Waterbolk, Edzo Hendrik;		
Weij, J.-W. van der	0000WeijJWvander	0000WeijJWvander	Weij, J.-W. van der		
Weiler, A.G.	000000012023366X	000000012023366X	Weiler, A. G.;Weiler, Anton;Weiler, Anton G.;Weiler, Anton G. (Auteur.);Weiler, Antonius G.;Weiler, Antonius Gerardus;Weiler, Antonius Gerardus (kerkhistoricus);Weiler, Antoon G.;Weiler, Ton;		
Wels, C.B.	0000000120275990	0000000120275990	Wels, C. B.;Wels, Cees B.;Wels, Cornelis Boudewijn;		
Weperen, A.F.W. van	000WeperenAFWvan	000WeperenAFWvan	Weperen, A.F.W. van		
Werveke, H. van	0000000115568385	0000000115568385	Hans Van Werveke;Hans Van Werveke (belgischer MediÃ¤vist und Historiker);Hans Van Werveke (belgisk historikar);Hans Van Werveke (belgisk historiker);Hans Van Werveke (historicus uit BelgiÃ« (1898-1974));Hans Werveke (Belgian historian);Van Werveke, H.;Van Werveke, Hans,;Van Werveke, Hans (prof. dr);Van Werveke, Johannes Hendrik Cornelis;Van Werveke, Johannes Hendrik Cornelis (dit Hans);Werveke, H. Van;Werveke (H. van; 1898-1974);Werveke, Hans Hendrik Cornelius van;Werveke, Hans Van;Werveke, Johannes Hendrik Cornelis Van;		
Wesseling, H.L.	0000000108837065	0000000108837065	Henk Wesseling;Henk Wesseling (Dutch historian);Henk Wesseling (Nederlands historicus);Lodewijk Wesseling, Hendrik;Wesseling (, H. L.);Wesseling, Hendrik;Wesseling, Hendrik L.;Wesseling (, Hendrik Lodewijk);Wesseling, Hendrik Lodewijk (Historicus);Wesseling, Henk;Wesseling, Henk L.;Wesseling (, Henri);Wesseling, Henri L.;Wesseling, Henrik Lodewijk;		
Weterings, M.E.A.	0000000049872521	0000000049872521	Weterings, M. E. A.;Weterings, Monica;		
Wijsbek, N.	00000000WijsbekN	00000000WijsbekN	Wijsbek, N.		
Wijsenbeek-Olthuis, Th.F.	0000000031257563	0000000031257563	Olthuis, Thera Wijsenbeek-;Wijsenbeek-Olthuis, T.F.;Wijsenbeek-Olthuis, Th. F.;Wijsenbeek-Olthuis, Thera;Wijsenbeek-Olthuis, Thera Francine;Wijsenbeek, Thera;		
Willigen, A. van der	0WilligenAvander	0WilligenAvander	Willigen, A. van der		
Winkelman, P.H.	0000000079807181	0000000079807181	Winkelman, P. H.;Winkelman, P.H. (prof. sociale en economische geschiedenis, K.U. Nijmegen);Winkelman, Petrus Henricus;Winkelman, Petrus Henricus (Auteur.);Winkelman, Petrus Henricus (prof. sociale en economische geschiedenis, K.U. Nijmegen);Winkelman, Pieter Hendrik;		
Winter, P.J. van	0000000061409572	0000000061409572	Pieter Jan van Winter;Pieter Jan van Winter (Dutch historian and university professor);Pieter Jan van Winter (Nederlands historicus);Van Winter, P. J.;Van Winter, P. J. van;Van Winter, Pieter Jan;Winter, P. J. van;Winter, Peter Jan Van;Winter, Pieter Jan;Winter, Pieter Jan van;		
Wissing, P.W. van	000000010916259X	000000010916259X	Van Wissing, P. W.;Van Wissing, Petrus Wilhelmus;Van Wissing, Pieter;Wissing, P. W. van;Wissing, Petrus Wilhelmus;Wissing, Petrus Wilhelmus van;Wissing, Pieter van,;Wissing, Pieter W. van;		
Wissink, W.	00000000WissinkW	00000000WissinkW	Wissink, W.		
Witkam, P.P.	0000000027398945	0000000027398945	Witkam, P.P.;Witkam, Paula P.;Witkam, Paula Paulina;		
Witlox, J.	000000000WitloxJ	000000000WitloxJ	Witlox, J.		
Witt, J. de	0000000033939592	0000000033939592	De Witt, J.;Witt, J. de;		
Woestijne, K. van de	0WoestijneKvande	0WoestijneKvande	Woestijne, K. van de		
Wolf Gruner, D.	00000WolfGrunerD	00000WolfGrunerD	Wolf Gruner, D.		
Woltring, J.	0000000083396928	0000000083396928	Woltring, J.;Woltring, Joannes Aloysius;Woltring, Julius;		
Worp, J.A.	0000000063124343	0000000063124343	Jacob Adolf Worp;Worp, J. A.;Worp, Jacob A.;Worp, Jacob Adolf;		
Wouters, A.Ph.F.	0000000001501115	0000000001501115	Wouters, A.P.F.;Wouters, A. Ph. F.;Wouters, Antonius P.;Wouters, Antonius Philippus Franciscus,;Wouters, Ton;		
Wyffels, C.	0000000116343292	0000000116343292	Carlos Wyffels;Carlos Wyffels (historicus uit BelgiÃ« (1922-2003));Wijffels, Carlos;Wyffels, C.;Wyffels, Carlos;Wyffels, Carlos Urbain;		
Zanden, J.L. van	0000000114660606	0000000114660606	Jan Luiten van Zanden;Jan Luiten van Zanden (niederlÃ¤ndischer Wirtschaftshistoriker);Luiten Van Zanden, Jan;Van Zanden, J.;Van Zanden, J. L.;Van Zanden, Jan Luiten;VanZanden, Jan Luiten;Zanden, J. L. van;Zanden, J.L. van (economisch historicus);Zanden, Jan L. van;Zanden, Jan Luijten van;Zanden, Jan Luiten (economisch historicus);Zanden, Jan Luiten van;Zanden, Jan Luiten van (Dutch economic historian);		
Zeeuw-Musterd, C. de	0ZeeuwMusterdCde	0ZeeuwMusterdCde	Zeeuw-Musterd, C. de		
Zengers, A.B.G.M.	00000ZengersABGM	00000ZengersABGM	Zengers, A.B.G.M.		
Zwaan, J.	0000000000ZwaanJ	0000000000ZwaanJ	Zwaan, J.		
Nederlands Instituut te Rome	LCNAF:n85202882	0000000122594354	Nederlands Instituut te Rome;Dutch Institute at Rome;Netherlands Institute (Rome, Italy);Istituto olandese a Roma;Istituto olandese di Roma;Dutch Institute in Rome;NIR (Nederlands Instituut te Rome);Koninklijk Nederlands Instituut Rome;Nederlands Instituut te Rome. Afdeling Italië-Studies;Nederlands Instituut te Rome. Historical Department		
Instituut voor Nederlandse Geschiedenis	LCNAF:n91001218 				
Haks, D	0000000082408720	0000000082408720	Haks, Donald		
Beylen, J. van	0000000117063479	0000000117063479	Beylen, J. van;Beylen, Jules;Beylen, Jules van;Van Beylen, J.;Van Beylen, Jules		
Asaert, dr G. 	0000000080232100	0000000080232100	Asaert, G.;Asaert, Gustaaf		
Akveld, drs L. M. 					
Hart, dr S. 					
Hoboken, dr W.J. van 					
Broeze, drs F. J. A. 					
Bruijn, dr J. R. 					
Gaastra, drs F. S. 					
Baetens, prof dr R. 					
Bosscher, drs Ph. M. 					
Reuchlin, m.a., jhr H.					
Historisch Genootschap (Utrecht)	0000000122433032		Historisch Genootschap (Utrecht),Historisch Genootschap (Utrecht, Netherlands),Société d'histoire à Utrecht,Utrecht (Netherlands) Historisch Genootschap		
VerHuell, Jhr. H.C.A. 	viaf:1089157282920803640002		Henri Christiaan Arnoud Ver Huell Nederlands politicus;Ver Huell, H.C.A. (Henry Christiaan Arnoud), 1820-1881		
Muller Fz., Mr. S. 	0000000116353087		Muller Frederikszoon, Samuel;Muller Fz, Samuel;Muller Fzn, Samuel;Muller, S.;Müller, S. (Fz);Muller, Samuel;Muller, Samuel Frederikszoon;Muller, Samuel (Fz);Samuel Muller;Samuel Muller Fz (Dutch archivist);Samuel Muller Fz (Nederlands archivaris (1848-1922));Мюллер, Самуил		
Soutendam, Mr. J. 	0000000061489621		soutendam, Ianus;Soutendam, J.;Soutendam, Jan;Soutendam, Janus		
Beaufort, Mr. W.H. de 	0000000083445443		Beaufort, W. H. de;Beaufort, Willem H. de;Beaufort, Willem Hendrik de;De Beaufort, W. H.;De Beaufort, Willem Hendrik;Willem Hendrik de Beaufort;Willem Hendrik de Beaufort ((1845-1918))		
Hofman, J.H.	viaf:281557630		Hofman, J.H. (Joannes Henricus), 1837-1910		
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
